Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,6800.000000,6855.000000,6720.000000,6835.000000,6616.565918,47937000
2021-01-05,6860.000000,7090.000000,6850.000000,7090.000000,6863.416504,104831000
2021-01-06,7050.000000,7075.000000,6880.000000,6945.000000,6723.050781,89753500
2021-01-07,7000.000000,7050.000000,6910.000000,6965.000000,6742.411621,71360000
2021-01-08,7035.000000,7080.000000,6975.000000,7050.000000,6824.695313,75033500
2021-01-11,7150.000000,7360.000000,7145.000000,7345.000000,7110.267578,169034500
2021-01-12,7345.000000,7380.000000,7160.000000,7160.000000,6931.179688,95235000
2021-01-13,7245.000000,7275.000000,7070.000000,7120.000000,6892.458496,76581500
2021-01-14,7050.000000,7090.000000,6995.000000,7020.000000,6795.653809,89319500
2021-01-15,7095.000000,7100.000000,6840.000000,6955.000000,6732.731445,89853500
2021-01-18,6955.000000,7125.000000,6845.000000,7120.000000,6892.458496,86343000
2021-01-19,7120.000000,7120.000000,7005.000000,7095.000000,6868.256836,73777000
2021-01-20,7165.000000,7295.000000,7070.000000,7095.000000,6868.256836,107216000
2021-01-21,7280.000000,7300.000000,7060.000000,7075.000000,6848.895996,66428000
2021-01-22,7075.000000,7160.000000,7075.000000,7080.000000,6853.736328,80829000
2021-01-25,7200.000000,7200.000000,7000.000000,7035.000000,6810.174805,76836500
2021-01-26,6955.000000,7000.000000,6820.000000,6820.000000,6602.045898,98658000
2021-01-27,6820.000000,6930.000000,6705.000000,6790.000000,6573.004395,97920000
2021-01-28,6790.000000,6925.000000,6790.000000,6900.000000,6679.489258,104627000
2021-01-29,6900.000000,7000.000000,6760.000000,6760.000000,6543.962891,132762500
2021-02-01,6760.000000,6920.000000,6595.000000,6820.000000,6602.045898,113129000
2021-02-02,6965.000000,6980.000000,6800.000000,6800.000000,6582.685059,86741000
2021-02-03,7000.000000,7000.000000,6825.000000,6825.000000,6606.885742,67291000
2021-02-04,6920.000000,7000.000000,6835.000000,6855.000000,6635.926758,80950500
2021-02-05,6870.000000,6950.000000,6855.000000,6915.000000,6694.009766,51602000
2021-02-08,7050.000000,7055.000000,6880.000000,6920.000000,6698.850098,45604000
2021-02-09,7000.000000,7030.000000,6955.000000,6980.000000,6756.932129,75574000
2021-02-10,7050.000000,7050.000000,6900.000000,6920.000000,6698.850098,44984500
2021-02-11,6985.000000,6985.000000,6840.000000,6880.000000,6660.127930,36926000
2021-02-15,6830.000000,6890.000000,6720.000000,6800.000000,6582.685059,83922000
2021-02-16,6880.000000,6945.000000,6830.000000,6940.000000,6718.210449,47221000
2021-02-17,6890.000000,6960.000000,6850.000000,6900.000000,6679.489258,66011500
