Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,1970.000000,2200.000000,1940.000000,2190.000000,2140.509521,1040753400
2021-01-05,2190.000000,2340.000000,2130.000000,2230.000000,2179.605713,1139014700
2021-01-06,2270.000000,2290.000000,2130.000000,2220.000000,2169.831543,629211500
2021-01-07,2250.000000,2740.000000,2240.000000,2600.000000,2541.244141,1982112200
2021-01-08,2640.000000,2750.000000,2560.000000,2600.000000,2541.244141,1052618000
2021-01-11,2560.000000,2650.000000,2530.000000,2580.000000,2521.696289,521301600
2021-01-12,2580.000000,2780.000000,2550.000000,2770.000000,2707.402588,1147172800
2021-01-13,2850.000000,3130.000000,2850.000000,3120.000000,3049.493164,1280852600
2021-01-14,3140.000000,3440.000000,3060.000000,3180.000000,3108.137207,1499058400
2021-01-15,3300.000000,3380.000000,3040.000000,3120.000000,3049.493164,915912100
2021-01-18,3000.000000,3140.000000,2910.000000,2910.000000,2844.238770,930618200
2021-01-19,2810.000000,2850.000000,2710.000000,2710.000000,2648.758545,360498600
2021-01-20,2540.000000,3200.000000,2530.000000,3190.000000,3117.911133,1983213100
2021-01-21,3290.000000,3340.000000,3030.000000,3090.000000,3020.171143,1273877400
2021-01-22,3090.000000,3090.000000,2880.000000,2880.000000,2814.916748,894766800
2021-01-25,2760.000000,2960.000000,2680.000000,2870.000000,2805.142578,1222991300
2021-01-26,2900.000000,2930.000000,2670.000000,2670.000000,2609.662598,786819300
2021-01-27,2620.000000,2740.000000,2490.000000,2550.000000,2492.374268,1341364800
2021-01-28,2470.000000,2570.000000,2380.000000,2380.000000,2326.216064,731854900
2021-01-29,2370.000000,2440.000000,2220.000000,2220.000000,2169.831543,450321200
2021-02-01,2090.000000,2640.000000,2070.000000,2600.000000,2541.244141,2186652700
2021-02-02,2600.000000,2630.000000,2420.000000,2420.000000,2365.312012,942434300
2021-02-03,2390.000000,2520.000000,2290.000000,2330.000000,2277.345947,948031000
2021-02-04,2400.000000,2520.000000,2270.000000,2400.000000,2345.763916,874173400
2021-02-05,2450.000000,2690.000000,2370.000000,2660.000000,2599.888428,1157647700
2021-02-08,2770.000000,2830.000000,2700.000000,2830.000000,2766.046631,977135300
2021-02-09,2850.000000,2860.000000,2640.000000,2730.000000,2668.306641,877784900
2021-02-10,2790.000000,2970.000000,2720.000000,2930.000000,2863.786865,1401720500
2021-02-11,2940.000000,2960.000000,2850.000000,2870.000000,2805.142578,620114900
2021-02-15,2900.000000,2950.000000,2880.000000,2900.000000,2834.464600,361594300
2021-02-16,2910.000000,2940.000000,2860.000000,2870.000000,2805.142578,349266100
2021-02-17,2870.000000,2890.000000,2720.000000,2750.000000,2687.854492,443154100
2021-02-18,2700.000000,2820.000000,2670.000000,2780.000000,2717.176514,349948000
2021-02-19,2800.000000,2910.000000,2730.000000,2880.000000,2814.916748,482821700
2021-02-22,2940.000000,3040.000000,2910.000000,2950.000000,2883.334961,834610300
2021-02-23,2940.000000,3010.000000,2920.000000,2940.000000,2873.561035,327105100
2021-02-24,2930.000000,2970.000000,2820.000000,2910.000000,2844.238770,386381000
2021-02-25,2970.000000,3010.000000,2940.000000,2960.000000,2893.108887,346787800
2021-02-26,2840.000000,2890.000000,2780.000000,2840.000000,2775.820557,1305042600
2021-03-01,2850.000000,2880.000000,2810.000000,2840.000000,2775.820557,166782500
2021-03-02,2840.000000,2850.000000,2720.000000,2730.000000,2668.306641,298489400
2021-03-03,2770.000000,2770.000000,2670.000000,2700.000000,2638.984619,192152700
2021-03-04,2520.000000,2590.000000,2520.000000,2520.000000,2463.052246,466387000
2021-03-05,2370.000000,2520.000000,2350.000000,2420.000000,2365.312012,745024700
2021-03-08,2490.000000,2500.000000,2270.000000,2280.000000,2228.475586,476947100
2021-03-09,2280.000000,2360.000000,2180.000000,2230.000000,2179.605713,515109500
2021-03-10,2260.000000,2280.000000,2170.000000,2230.000000,2179.605713,193024600
2021-03-12,2280.000000,2440.000000,2280.000000,2420.000000,2365.312012,537855700
2021-03-15,2430.000000,2450.000000,2280.000000,2340.000000,2287.119873,371987500
2021-03-16,2350.000000,2350.000000,2240.000000,2270.000000,2218.701660,231241100
2021-03-17,2290.000000,2330.000000,2260.000000,2300.000000,2248.023682,147188700
2021-03-18,2350.000000,2350.000000,2270.000000,2290.000000,2238.249756,149549500
