Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,6250.000000,6400.000000,6100.000000,6375.000000,6211.786621,40855700
2021-01-05,6400.000000,6500.000000,6300.000000,6500.000000,6333.586426,34254600
2021-01-06,6525.000000,6550.000000,6200.000000,6400.000000,6236.146973,37149800
2021-01-07,6475.000000,6500.000000,6350.000000,6425.000000,6260.506348,37069400
2021-01-08,6425.000000,6500.000000,6375.000000,6475.000000,6309.226563,36413400
2021-01-11,6475.000000,6600.000000,6450.000000,6525.000000,6357.946289,74679600
2021-01-12,6600.000000,6675.000000,6475.000000,6500.000000,6333.586426,60240600
2021-01-13,6525.000000,6600.000000,6475.000000,6525.000000,6357.946289,42309100
2021-01-14,6525.000000,6600.000000,6425.000000,6450.000000,6284.866211,34196200
2021-01-15,6450.000000,6500.000000,6250.000000,6325.000000,6163.066406,52804900
2021-01-18,6300.000000,6375.000000,6200.000000,6300.000000,6138.706543,40420300
2021-01-19,6300.000000,6375.000000,6150.000000,6225.000000,6065.626953,44440600
2021-01-20,6200.000000,6475.000000,6200.000000,6425.000000,6260.506348,54829000
2021-01-21,6500.000000,6575.000000,6425.000000,6425.000000,6260.506348,29795600
2021-01-22,6400.000000,6450.000000,6250.000000,6275.000000,6114.347168,44748000
2021-01-25,6275.000000,6300.000000,6125.000000,6225.000000,6065.626953,31400800
2021-01-26,6225.000000,6275.000000,6000.000000,6075.000000,5919.466797,47379900
2021-01-27,6075.000000,6100.000000,5825.000000,5975.000000,5822.027344,60536800
2021-01-28,5800.000000,5950.000000,5700.000000,5775.000000,5627.147949,52841100
2021-01-29,5800.000000,5975.000000,5450.000000,5550.000000,5407.908203,77904600
2021-02-01,5550.000000,5875.000000,5250.000000,5850.000000,5700.228027,76658800
2021-02-02,5875.000000,6050.000000,5850.000000,5900.000000,5748.947754,56885900
2021-02-03,6050.000000,6400.000000,5975.000000,6300.000000,6138.706543,119776800
2021-02-04,6325.000000,6350.000000,6175.000000,6275.000000,6114.347168,50131100
2021-02-05,6350.000000,6375.000000,6225.000000,6300.000000,6138.706543,23030100
2021-02-08,6300.000000,6375.000000,6275.000000,6300.000000,6138.706543,22425700
2021-02-09,6275.000000,6400.000000,6200.000000,6225.000000,6065.626953,43128700
2021-02-10,6225.000000,6275.000000,6150.000000,6200.000000,6041.266602,15012100
2021-02-11,6250.000000,6250.000000,6150.000000,6200.000000,6041.266602,13331500
2021-02-15,6250.000000,6325.000000,6175.000000,6225.000000,6065.626953,26533500
2021-02-16,6250.000000,6375.000000,6175.000000,6350.000000,6187.426758,37910600
2021-02-17,6375.000000,6400.000000,6150.000000,6150.000000,5992.547363,44943100
2021-02-18,6100.000000,6200.000000,6000.000000,6025.000000,5870.747559,32197800
2021-02-19,6000.000000,6050.000000,5925.000000,6000.000000,5846.387207,25762800
2021-02-22,6000.000000,6075.000000,5925.000000,5925.000000,5773.307617,34736100
2021-02-23,5925.000000,6000.000000,5900.000000,5950.000000,5797.667480,19163800
2021-02-24,5975.000000,6100.000000,5975.000000,6075.000000,5919.466797,31161800
2021-02-25,6150.000000,6200.000000,6075.000000,6075.000000,5919.466797,34208200
2021-02-26,5950.000000,6100.000000,5925.000000,5950.000000,5797.667480,67508500
2021-03-01,6000.000000,6225.000000,5975.000000,6225.000000,6065.626953,41194400
2021-03-02,6275.000000,6300.000000,6100.000000,6150.000000,5992.547363,28559600
2021-03-03,6150.000000,6200.000000,6025.000000,6025.000000,5870.747559,32427500
2021-03-04,6025.000000,6075.000000,5975.000000,6000.000000,5846.387207,17683400
2021-03-05,5900.000000,6050.000000,5875.000000,6000.000000,5846.387207,24103600
2021-03-08,6075.000000,6100.000000,6000.000000,6000.000000,5846.387207,12368900
2021-03-09,6075.000000,6100.000000,5925.000000,5975.000000,5822.027344,21660000
2021-03-10,6025.000000,6100.000000,5950.000000,6050.000000,5895.107422,15467500
2021-03-12,6125.000000,6200.000000,6050.000000,6150.000000,5992.547363,37498600
2021-03-15,6200.000000,6350.000000,6150.000000,6325.000000,6163.066406,66884800
2021-03-16,6325.000000,6375.000000,6200.000000,6225.000000,6065.626953,28069700
2021-03-17,6225.000000,6225.000000,6100.000000,6100.000000,5943.827148,22351700
2021-03-18,6200.000000,6325.000000,6150.000000,6275.000000,6114.347168,44144800
2021-03-19,6250.000000,6275.000000,6150.000000,6150.000000,5992.547363,29812800
2021-03-22,6175.000000,6225.000000,6075.000000,6100.000000,5943.827148,20258100
2021-03-23,6100.000000,6200.000000,6075.000000,6100.000000,5943.827148,19485500
2021-03-24,6050.000000,6100.000000,5950.000000,5950.000000,5797.667480,32249600
2021-03-25,6000.000000,6000.000000,5875.000000,5900.000000,5748.947754,23335700
2021-03-26,5975.000000,6100.000000,5900.000000,6050.000000,5895.107422,18941200
2021-03-29,6050.000000,6150.000000,6000.000000,6050.000000,5895.107422,17233700
2021-03-30,6000.000000,6050.000000,5775.000000,5800.000000,5651.507813,40316100
2021-03-31,5800.000000,5850.000000,5550.000000,5725.000000,5578.428223,43929700
2021-04-01,5725.000000,5825.000000,5625.000000,5675.000000,5529.708008,21304900
2021-04-05,5775.000000,5800.000000,5675.000000,5750.000000,5602.787598,14929300
2021-04-06,5800.000000,5900.000000,5750.000000,5825.000000,5675.867676,18007500
2021-04-07,5900.000000,5900.000000,5725.000000,5775.000000,5627.147949,17585000
2021-04-08,5750.000000,5825.000000,5725.000000,5800.000000,5694.919922,16236500
2021-04-09,5850.000000,6100.000000,5825.000000,6000.000000,5891.296387,49636200
2021-04-12,6025.000000,6050.000000,5825.000000,5850.000000,5744.014160,21854400
2021-04-13,5850.000000,5875.000000,5725.000000,5800.000000,5694.919922,18308500
2021-04-14,5825.000000,5950.000000,5800.000000,5900.000000,5793.108398,21324800
2021-04-15,5950.000000,6025.000000,5900.000000,5975.000000,5866.749512,17975900
2021-04-16,6025.000000,6050.000000,5875.000000,5950.000000,5842.202148,17665900
2021-04-19,5900.000000,5975.000000,5825.000000,5875.000000,5768.561035,11917800
2021-04-20,5875.000000,5925.000000,5800.000000,5925.000000,5817.655273,8272500
2021-04-21,5875.000000,5875.000000,5750.000000,5775.000000,5670.373047,13227700
2021-04-22,5800.000000,5825.000000,5650.000000,5675.000000,5572.184570,28608300
2021-04-23,5675.000000,5800.000000,5675.000000,5775.000000,5670.373047,18785800
2021-04-26,5850.000000,5850.000000,5700.000000,5725.000000,5621.278809,14881100
2021-04-27,5800.000000,5900.000000,5750.000000,5900.000000,5793.108398,30800700
2021-04-28,5900.000000,5900.000000,5800.000000,5825.000000,5719.466797,17430900
2021-04-29,5875.000000,5925.000000,5825.000000,5875.000000,5768.561035,11297100
2021-04-30,5875.000000,5875.000000,5650.000000,5700.000000,5596.731445,25905700
2021-05-03,5700.000000,5725.000000,5550.000000,5575.000000,5473.996094,23712200
2021-05-04,5575.000000,5625.000000,5525.000000,5625.000000,5523.090332,17240600
2021-05-05,5650.000000,5725.000000,5600.000000,5675.000000,5572.184570,19015900
2021-05-06,5750.000000,5775.000000,5675.000000,5700.000000,5596.731445,15392600
2021-05-07,5750.000000,5750.000000,5600.000000,5600.000000,5498.543457,14552500
2021-05-10,5600.000000,5650.000000,5550.000000,5575.000000,5473.996094,14191000
2021-05-11,5575.000000,5575.000000,5500.000000,5525.000000,5424.902344,12561400
2021-05-17,5575.000000,5650.000000,5450.000000,5500.000000,5400.354980,26889300
2021-05-18,5500.000000,5550.000000,5400.000000,5450.000000,5351.261230,13030600
2021-05-19,5400.000000,5425.000000,5200.000000,5250.000000,5154.884277,29198100
2021-05-20,5200.000000,5325.000000,5175.000000,5250.000000,5154.884277,23664700
2021-05-21,5300.000000,5400.000000,5250.000000,5325.000000,5228.525879,25857300
2021-05-24,5375.000000,5375.000000,5300.000000,5300.000000,5203.978516,14545100
2021-05-25,5300.000000,5500.000000,5300.000000,5325.000000,5228.525879,23942300
2021-05-27,5375.000000,5500.000000,5150.000000,5150.000000,5056.696289,80849500
2021-05-28,5275.000000,5300.000000,5200.000000,5200.000000,5105.790527,21585600
2021-05-31,5225.000000,5500.000000,5200.000000,5400.000000,5302.166992,34768100
2021-06-02,5500.000000,5575.000000,5425.000000,5550.000000,5449.449219,38318100
2021-06-03,5575.000000,5750.000000,5475.000000,5750.000000,5645.825684,27426300
2021-06-04,5700.000000,5750.000000,5600.000000,5625.000000,5523.090332,30124500
2021-06-07,5625.000000,5650.000000,5475.000000,5525.000000,5424.902344,14641100
2021-06-08,5550.000000,5575.000000,5475.000000,5525.000000,5424.902344,19537100
2021-06-09,5575.000000,5650.000000,5500.000000,5625.000000,5523.090332,15525600
2021-06-10,5650.000000,5700.000000,5600.000000,5675.000000,5572.184570,18488600
2021-06-11,5675.000000,5700.000000,5600.000000,5675.000000,5572.184570,18604400
2021-06-14,5675.000000,5675.000000,5525.000000,5550.000000,5449.449219,18526400
2021-06-15,5550.000000,5575.000000,5500.000000,5525.000000,5424.902344,14249500
2021-06-16,5500.000000,5525.000000,5325.000000,5375.000000,5277.619629,20897100
2021-06-17,5350.000000,5350.000000,5225.000000,5250.000000,5154.884277,25662300
2021-06-18,5225.000000,5225.000000,4890.000000,4940.000000,4850.500977,154778500
2021-06-21,4890.000000,4990.000000,4780.000000,4970.000000,4879.957031,53189200
2021-06-22,5000.000000,5025.000000,4910.000000,4950.000000,4860.319824,36788600
2021-06-23,4970.000000,4970.000000,4850.000000,4850.000000,4762.131348,39575400
2021-06-24,4850.000000,4890.000000,4790.000000,4820.000000,4732.674805,29244100
2021-06-25,4820.000000,4880.000000,4760.000000,4760.000000,4673.761719,27935600
2021-06-28,4750.000000,4750.000000,4580.000000,4580.000000,4497.022949,53977800
2021-06-29,4580.000000,4660.000000,4560.000000,4580.000000,4497.022949,25530800
2021-06-30,4580.000000,4680.000000,4580.000000,4630.000000,4546.117188,37644700
2021-07-01,4630.000000,4780.000000,4630.000000,4700.000000,4614.849121,29447700
2021-07-02,4700.000000,4860.000000,4700.000000,4830.000000,4742.493652,35035500
2021-07-05,4830.000000,4840.000000,4700.000000,4720.000000,4634.486816,24799700
2021-07-06,4730.000000,4750.000000,4680.000000,4710.000000,4624.667969,26918200
2021-07-07,4710.000000,4760.000000,4680.000000,4730.000000,4644.305176,20007900
2021-07-08,4750.000000,4830.000000,4720.000000,4760.000000,4673.761719,25201000
2021-07-09,4760.000000,4760.000000,4620.000000,4640.000000,4555.936035,28321000
2021-07-12,4650.000000,4710.000000,4600.000000,4700.000000,4614.849121,25159100
2021-07-13,4720.000000,4750.000000,4640.000000,4670.000000,4585.392578,17625700
2021-07-14,4620.000000,4640.000000,4560.000000,4580.000000,4497.022949,23833300
2021-07-15,4580.000000,4770.000000,4580.000000,4720.000000,4634.486816,34713500
2021-07-16,4750.000000,4830.000000,4740.000000,4810.000000,4722.855957,26047700
2021-07-19,4810.000000,4850.000000,4760.000000,4820.000000,4732.674805,17806900
2021-07-21,4820.000000,4960.000000,4820.000000,4900.000000,4811.225586,36024900
2021-07-22,5025.000000,5250.000000,5025.000000,5150.000000,5056.696289,60846000
2021-07-23,5150.000000,5200.000000,5050.000000,5075.000000,4983.055176,20190700
2021-07-26,5100.000000,5125.000000,5000.000000,5050.000000,4958.507813,18847000
2021-07-27,5100.000000,5100.000000,5000.000000,5025.000000,4933.960938,14844100
2021-07-28,5025.000000,5050.000000,4910.000000,4960.000000,4870.138672,24596100
2021-07-29,4950.000000,5025.000000,4910.000000,4930.000000,4840.682129,14915700
2021-07-30,4900.000000,4930.000000,4770.000000,4780.000000,4693.399414,42130800
2021-08-02,4780.000000,4830.000000,4750.000000,4820.000000,4732.674805,13788500
2021-08-03,4820.000000,4970.000000,4800.000000,4950.000000,4860.319824,18778000
2021-08-04,4980.000000,5075.000000,4930.000000,5050.000000,4958.507813,21423900
2021-08-05,5050.000000,5225.000000,5050.000000,5200.000000,5105.790527,42017100
2021-08-06,5225.000000,5250.000000,5050.000000,5125.000000,5032.148926,18504700
2021-08-09,5150.000000,5150.000000,4960.000000,4980.000000,4889.775879,16897500
2021-08-10,5000.000000,5050.000000,4950.000000,4990.000000,4899.594727,11791200
2021-08-12,5050.000000,5100.000000,4990.000000,5075.000000,4983.055176,10184000
2021-08-13,5125.000000,5150.000000,5050.000000,5100.000000,5007.602051,8918000
2021-08-16,5150.000000,5175.000000,5025.000000,5150.000000,5056.696289,13500000
